episode,avg_return_raw,avg_cost_per_step,avg_hold_cost,avg_backlog_cost,avg_smooth_cost,avg_total_cost
138,-644.79266,644.79266,475.8795305490494,152.1329726278782,16.78030563487511,644.7928088118027
139,-490.2044,490.2044,402.0552836507559,71.79700115323067,16.35209417855798,490.20437898254454
140,-494.2083,494.2083,375.38627710938454,99.82138365507126,19.0007495336837,494.2084102981395
141,-529.34985,529.34985,426.6528358310461,84.29454998672009,18.40250504678637,529.3498908645525
142,-822.0812,822.0812,318.0149775967002,487.18403628468513,16.88234664165814,822.0813605230435
143,-398.0349,398.0349,326.20316302776337,53.359631180763245,18.472089889334313,398.0348840978609
144,-479.07352,479.07352,377.76264452934265,81.91868442296982,19.392107262102783,479.07343621441527
145,-445.12915,445.12915,353.51119577884674,73.53535917401314,18.082670328929698,445.12922528178956
146,-671.8877,671.8877,307.68593119829893,346.27977150678635,17.922083820912782,671.8877865259981
147,-406.6627,406.6627,262.335017234087,128.71282303333282,15.614857685053959,406.66269795247376
148,-391.12073,391.12073,312.5213412195444,62.38423377275467,16.21499251354186,391.12056750584094
149,-336.72055,336.72055,276.6151316165924,44.90925621986389,15.196240247119109,336.72062808357543
150,-405.343,405.343,321.87590768933296,67.40842145681381,16.058749791613582,405.34307893776037
151,-350.00305,350.00305,263.003803730011,69.83175326883793,17.167569196216228,350.00312619506514
152,-303.17322,303.17322,200.61095733195543,85.09500852972269,17.467234939967955,303.1732008016461
153,-351.71985,351.71985,270.6485989615321,63.96110324561596,17.11008954448194,351.71979175163
154,-377.6123,377.6123,262.14591290056705,99.1561281606555,16.310330483152768,377.6123715443753
155,-349.6623,349.6623,190.324300006032,141.02603223919868,18.311892979993367,349.66222522522406
156,-322.71637,322.71637,225.6215864866972,81.60877899825573,15.485986847556818,322.71635233250976
157,-344.10843,344.10843,160.5525472909212,164.51519117504358,19.04078187070127,344.10852033666606
158,-241.74779,241.74779,175.73451651632786,49.90934322029352,16.10396151118861,241.74782124780998
159,-255.8258,255.8258,164.68042458593845,72.66659241914749,18.47888711649054,255.82590412157649
160,-212.38696,212.38696,150.10803390294313,41.85289208590984,20.426013472690297,212.38693946154328
161,-384.36743,384.36743,157.26235921680927,209.8099559098482,17.295266774595717,384.3675819012532
162,-337.58444,337.58444,169.18953501433134,150.52514480054379,17.86974437167945,337.5844241865546
163,-423.52466,423.52466,142.60620987415314,261.9956982731819,18.922811802366525,423.5247199497016
164,-187.63646,187.63646,113.94098608195782,55.31753944605589,18.37789311995496,187.63641864796867
165,-282.43274,282.43274,166.04484441876411,98.2736483886838,18.114368231425917,282.43286103887385
166,-381.18393,381.18393,207.70816379785538,155.89988569915295,17.57592915444401,381.1839786514523
167,-346.5224,346.5224,155.5467163771391,168.5404410660267,22.43528342210702,346.5224408652728
168,-173.46027,173.46027,109.56541354954243,44.85135354846716,19.043452612010654,173.46021971002023
169,-208.31221,208.31221,152.96444514393806,38.4789724200964,16.8687970197509,208.31221458378536
170,-192.43024,192.43024,89.63658811151981,83.39140851795673,19.402286918107045,192.4302835475836
171,-232.53462,232.53462,80.76219113916159,131.70931478589773,20.06313300747335,232.53463893253266
172,-251.34506,251.34506,111.8752221763134,120.7836422920227,18.686258483456513,251.34512295179263
173,-320.43735,320.43735,148.1038740463555,156.31085232645273,16.02265685029109,320.4373832230993
174,-219.4377,219.4377,146.8065319508314,53.061849132180214,19.56931048985421,219.43769157286584
175,-192.30028,192.30028,141.1953280121088,32.379656448960304,18.72528556758214,192.30027002865125
176,-241.11426,241.11426,145.90634009242058,75.54278849065304,19.665092796756312,241.11422137982993
177,-211.51985,211.51985,151.62551499158144,43.31388461589813,16.580402111904558,211.51980171938413
178,-354.10193,354.10193,194.62635768204927,142.44072242826223,17.034865447509066,354.10194555782056
179,-372.1928,372.1928,253.34303034842014,102.51846688985825,16.331248106419366,372.19274534469776
180,-233.96756,233.96756,146.30613953620195,68.41945358365774,19.241952625589047,233.96754574544875
181,-209.12206,209.12206,123.93664998561144,66.8289343342185,18.35645260041984,209.12203692024977
182,-181.67903,181.67903,110.37059200555086,53.84219032898545,17.46623940251479,181.6790217370511
183,-187.69398,187.69398,143.97554925829172,27.868699431419373,15.849785030918529,187.69403372062962
184,-248.48383,248.48383,145.3294216915965,85.63902424275875,17.515319020612775,248.48376495496802
185,-196.83704,196.83704,106.7192186973989,70.76877469569445,19.34909274760631,196.83708614069965
186,-225.5087,225.5087,123.47558476775885,81.18046545982361,20.85262321099356,225.508673438576
187,-251.70909,251.70909,118.38458725810051,116.19905575364828,17.125470816791307,251.7091138285401
188,-306.09045,306.09045,101.48285118490458,183.07239634543657,21.535274247380357,306.0905217777215
189,-389.05304,389.05304,169.70272620022297,202.14639756083488,17.203753985676645,389.0528777467345
190,-279.13547,279.13547,190.95713560283184,72.86672635376453,15.311730022489535,279.1355919790859
191,-290.44122,290.44122,175.05341358482838,96.05418030917645,19.33350428654531,290.4410981805501
192,-217.20015,217.20015,148.39367881417274,54.29565092176199,14.510812690071859,217.2001424260066
193,-343.64673,343.64673,215.42947709560394,110.66369384527206,17.55365143988191,343.6468223807579
194,-226.30173,226.30173,114.288041934371,92.3365046530962,19.677166231303346,226.30171281877054
195,-241.79211,241.79211,145.01761943101883,79.96837328374386,16.806085968852315,241.792078683615
196,-180.42705,180.42705,120.23683401942253,41.80260817706585,18.387571978393435,180.4270141748818
197,-199.4803,199.4803,102.89950409531593,78.79271836578846,17.788062748722258,199.48028520982666
198,-208.83008,208.83008,124.2801631167531,67.83527435362339,16.714655022215194,208.8300924925917
199,-262.19888,262.19888,139.09051925316453,105.27358357608318,17.834750296684906,262.1988531259326
200,-295.8843,295.8843,139.48068586736917,138.5895354822278,17.814043727768464,295.88426507736546
201,-175.22389,175.22389,121.46498497575521,38.4287134706974,15.330205765298576,175.2239042117512
202,-213.03484,213.03484,114.18393656611443,82.73350478708744,16.117372829170503,213.03481418237237
203,-364.54773,364.54773,194.6602943688631,155.35089579224586,14.536711198075013,364.547901359184
204,-344.15607,344.15607,128.95761259645224,198.35726925730705,16.841080284123866,344.15596213788314
205,-412.14328,412.14328,157.83484560623765,240.04206581413746,14.266284911184513,412.14319633155964
206,-176.6153,176.6153,90.69576451927423,65.76271188259125,20.15680996127749,176.61528636314296
207,-404.29523,404.29523,170.7980978935957,217.0454758182168,16.451597803402507,404.295171515215
208,-260.07352,260.07352,99.23639163374901,145.00605407357216,15.831044656045155,260.0734903633663
209,-235.20135,235.20135,113.76738055050373,104.14774167910218,17.286166316214175,235.2012885458201
210,-378.2642,378.2642,123.18036463856697,238.897266253829,16.186624039037834,378.2642549314338
211,-219.25334,219.25334,73.79738464206457,126.56694290041924,18.888960949411093,219.2532884918949
212,-198.01274,198.01274,104.47125790454447,75.74439183622599,17.797074113226174,198.01272385399665
213,-203.60602,203.60602,52.17802979052067,132.4094798564911,19.018536341098603,203.60604598811037
214,-286.37097,286.37097,112.84576174616814,156.3669692799449,17.158308960231793,286.37103998634484
215,-468.01114,468.01114,94.78161562979221,351.66695526242256,21.562538465216704,468.01110935743145
216,-197.52554,197.52554,52.2942605689168,124.36928090825677,20.862012742853324,197.5255542200269
217,-347.1977,347.1977,122.91855516284704,207.25645522773266,17.022738728121716,347.19774911870144
218,-232.56393,232.56393,146.02756118774414,69.03456744551659,17.50176940291567,232.5638980361764
219,-234.78854,234.78854,142.2482243552804,76.1921129822731,16.34822813264453,234.78856547019802
220,-345.71707,345.71707,76.2277795728296,245.2541388720274,24.235200114896426,345.71711855975343
221,-324.7898,324.7898,79.17039109393954,225.66751636564732,19.951910373091973,324.7898178326788
222,-270.94617,270.94617,107.51217038184404,143.08669686317444,20.347277271994503,270.946144517013
223,-259.17953,259.17953,51.84660107642412,187.49453635513783,19.83843459403194,259.17957202559387
224,-258.85843,258.85843,83.73454608395696,154.74341029673815,20.380470472081694,258.8584268527768
225,-316.81357,316.81357,40.170859321951866,251.2924952954054,25.35017419826271,316.81352881562
226,-370.77176,370.77176,122.2998069524765,229.26951659470797,19.202525190646075,370.77184873783057
227,-338.0061,338.0061,96.35998507589102,221.5618171468377,20.084292781400357,338.00609500412907
228,-352.64005,352.64005,39.148882158100605,287.6833967715502,25.807845112972103,352.6401240426229
229,-320.2009,320.2009,87.10406645387411,210.47634099423885,22.62061670830512,320.2010241564181
230,-341.4893,341.4893,84.81797139719129,236.23769465088844,20.43362570462604,341.48929175270575
231,-231.21518,231.21518,96.20608861744404,114.18562433868647,20.823407266891216,231.21512022302173
232,-306.69263,306.69263,85.45970264077187,200.2428018078208,20.990069001551213,306.69257345014387
233,-287.3697,287.3697,49.9956090003252,213.58318662643433,23.79086441900674,287.3696600457663
234,-272.31448,272.31448,72.27116058766842,177.5207231491804,22.52260533181433,272.31448906866314
235,-301.45175,301.45175,67.61007481813431,212.90240140259266,20.939238402011366,301.45171462273834
236,-282.53107,282.53107,91.48246581852436,171.07239531725645,19.976202848134896,282.5310639839157
237,-361.8192,361.8192,104.73703619837761,238.80861411988735,18.27358501274727,361.81923533101224
238,-157.34476,157.34476,63.62600777670741,72.61341538280249,21.105333968487237,157.34475712799713
239,-211.63396,211.63396,50.31288172677159,140.42766069620848,20.893325710847932,211.633868133828
240,-207.37352,207.37352,85.37201514840126,102.37046939879656,19.631035404870463,207.37351995206828
241,-270.53784,270.53784,81.52149986475706,170.67998811602592,18.33636852826471,270.5378565090477
242,-237.5378,237.5378,92.80536818504333,127.03312020748854,17.699296005366566,237.53778439789843
243,-238.52368,238.52368,107.63208498060703,111.96235681325197,18.92926199168927,238.52370378554826
244,-331.48965,331.48965,86.31642577052116,225.32580339163542,19.847594914815893,331.48982407697247
245,-316.95422,316.95422,108.21192508935928,190.72277282178402,18.01944888025562,316.9541467913989
246,-388.17792,388.17792,204.7591484040022,169.98778031766415,13.43085747285464,388.177786194521
247,-310.8288,310.8288,163.2597379758954,131.08902651071548,16.48000951362316,310.82877400023403
248,-203.93637,203.93637,56.66624850034714,126.1180489398539,21.152075113660707,203.93637255386176
249,-336.6867,336.6867,170.72576317936182,150.45609812438488,15.504915414462841,336.68677671820956
250,-181.3377,181.3377,65.51353865861893,96.71305156126618,19.111070643711862,181.33766086359697
251,-421.03293,421.03293,206.33623695373535,198.98304387181997,15.71357925980773,421.03286008536304
252,-195.62024,195.62024,120.04298859834671,59.05788750946522,16.519385735813668,195.6202618436256
253,-283.9315,283.9315,107.3608456812799,158.59487383440137,17.975831288087186,283.93155080376846
254,-234.80609,234.80609,129.50873888283968,89.00268672406673,16.294703741682447,234.80612934858885
255,-285.48364,285.48364,114.72055447846651,151.8358499854803,18.92714670856737,285.4835511725142
256,-340.06744,340.06744,175.3387590199709,153.47225937992334,11.256390721451481,340.0674091213457
257,-333.9077,333.9077,139.31214929372072,178.3358307480812,16.25985851732236,333.9078385591243
258,-244.62337,244.62337,91.72086070477962,136.60791932046413,16.29458094704997,244.62336097229374
259,-223.58461,223.58461,135.81821067631245,72.14159362018108,15.624871990920209,223.58467628741374
260,-332.9574,332.9574,156.62831316888332,163.68052330613136,12.648538083508997,332.95737455852367
261,-249.6457,249.6457,86.21666974574327,148.8274676054716,14.601602251874132,249.64573960308903
262,-187.88823,187.88823,112.24191409349442,61.32974500954151,14.316566906455934,187.88822600949186
263,-202.285,202.285,140.19024385511875,50.340859822928905,11.753900089492289,202.28500376753993
264,-396.64124,396.64124,185.722450427711,194.94010393321514,15.97869873068652,396.64125309161267
265,-222.1138,222.1138,137.97944358363748,67.54663760960102,16.587775785993976,222.11385697923248
266,-260.56937,260.56937,130.44419326633215,116.11802491545677,14.007167115581824,260.56938529737073
267,-167.5414,167.5414,114.25089170783758,39.35617183148861,13.934296558250201,167.5413600975764
268,-387.0368,387.0368,89.82605758309364,280.1889237910509,17.021703834172342,387.0366852083169
269,-357.82098,357.82098,101.60764181613922,238.26316864788532,17.950114559852363,357.8209250238769
270,-234.9424,234.9424,157.77366569638252,64.30535499751568,12.863339395755794,234.942360089654
271,-256.64764,256.64764,161.66162939369678,80.85644555091858,14.129569557916003,256.64764450253136
272,-299.05316,299.05316,143.00899302959442,140.00544250011444,16.038692683171725,299.0531282128806
273,-209.7127,209.7127,155.99898472428322,40.71225159615278,13.001471693711432,209.71270801414744
274,-333.32053,333.32053,133.71404440701008,183.97584079951048,15.630637543423385,333.32052274994396
275,-191.82751,191.82751,100.2197794765234,74.8132189810276,16.794469629778987,191.82746808732998
276,-268.54065,268.54065,108.12302752584219,143.86324230581522,16.554382152622445,268.54065198427986
277,-278.23874,278.23874,163.9697588160634,100.8816831856966,13.387217992628425,278.23865999438846
278,-320.24515,320.24515,123.46036748588085,178.28955341130495,18.495261814537105,320.2451827117229
279,-377.88565,377.88565,157.948031835258,204.42020293325186,15.517550422924803,377.88578519143465
280,-272.44705,272.44705,170.2033208757639,90.37095038592815,11.872807151662464,272.4470784133545
281,-259.2347,259.2347,89.27215407788754,152.69706831872463,17.265516318854836,259.234738715467
282,-212.74625,212.74625,99.70915063843131,96.47912120819092,16.55796262791444,212.74623447453666
283,-193.22783,193.22783,126.77011727169156,49.20543151348829,17.252323271691502,193.22787205687135
284,-212.21107,212.21107,136.8059899881482,60.27294734865427,15.132152338189584,212.21108967499208
285,-214.60364,214.60364,110.47126716375351,87.08156453818083,17.050769409252045,214.60360111118638
286,-555.8848,555.8848,158.2461674809456,378.56883719563484,19.069815077739296,555.8848197543198
287,-257.149,257.149,106.68219192326069,136.13053291290998,14.33629214324312,257.1490169794138
288,-259.28116,259.28116,106.94345692545176,134.95963560789824,17.378005462259093,259.28109799560906
289,-170.16466,170.16466,99.65994957089424,57.3154788762331,13.189253397858087,170.16468184498544
290,-302.95322,302.95322,146.28112596273422,141.1488130390644,15.523200135308793,302.9531391371074
291,-263.04367,263.04367,153.30116497725248,96.76214453577995,12.98036617056926,263.0436756836017
292,-262.75455,262.75455,107.75425775721669,137.63223654031754,17.368007997323616,262.75450229485784
293,-255.1581,255.1581,133.25788163393736,104.62861523777246,17.271610269330765,255.1581071410406
294,-191.51065,191.51065,125.67125128209591,54.74731603264809,11.092095604073787,191.5106629188178
295,-294.436,294.436,194.5032636001706,83.4846775457263,16.44799147132203,294.43593261721895
296,-372.15863,372.15863,186.51412390172482,172.69207346439362,12.952388068984455,372.1585854351029
297,-266.60117,266.60117,138.55941252410412,111.5105182826519,16.531247080688022,266.60117788744407
298,-321.9321,321.9321,204.48481682687998,103.3688176125288,14.078333959587761,321.93196839899656
299,-215.80128,215.80128,94.20183069258928,103.68332940340042,17.916156349279042,215.80131644526875
300,-185.2278,185.2278,146.6840566843748,25.93055820465088,12.613156106068512,185.2277709950942
301,-234.79578,234.79578,128.36242043972015,91.48349948227406,14.949849815970571,234.79576973796478
